A;B;A;B;A;B;A;B;;;;
367510731;43;352866616;30;367.5107308;43;352.8666162;29.69;;;365.000000;35.44
367647611;43;352881259;30;367.6476114;43;352.8812589;29.69;;;365.000000;35.44
367662218;43;352882275;30;367.6622175;43.01;352.8822753;29.69;;;365.000000;35.44
367662380;43;352910822;30;367.6623796;43.01;352.9108221;29.7;;;365.000000;35.44
367662590;43;352913793;30;367.6625895;43.01;352.9137927;29.7;;;365.000000;35.45
367663063;43;352932302;30;367.6630626;43.01;352.9323025;29.7;;;365.000000;35.45
367697895;43;352966105;30;367.6978948;43.01;352.9661053;29.7;;;365.000000;35.46
367698417;43;352972976;30;367.6984169;43.02;352.9729757;29.7;;;365.000000;35.46
367703513;43;352972980;30;367.7035126;43.03;352.9729802;29.71;;;365.000000;35.47
367856286;43;352974837;30;367.8562864;43.05;352.9748373;29.72;;;365.000000;35.47
367880249;43;352978072;30;367.8802491;43.05;352.9780723;29.73;;;365.000000;35.48
367884571;43;352978759;30;367.8845708;43.05;352.9787591;29.73;;;365.000000;35.49
367886620;43;352981402;30;367.8866203;43.08;352.9814024;29.73;;;365.000000;35.50
367886641;43;352981725;30;367.8866413;43.08;352.9817249;29.74;;;365.000000;35.51
367886929;43;353022131;30;367.8869287;43.08;353.0221309;29.76;;;365.000000;35.51
367914959;43;353028179;30;367.9149594;43.1;353.0281789;29.76;;;365.000000;35.52
367915496;43;353028955;30;367.915496;43.1;353.0289552;29.77;;;365.000000;35.52
367915519;43;353030523;30;367.9155189;43.11;353.030523;29.77;;;365.000000;35.54
368450027;43;353037095;30;368.4500268;43.11;353.0370947;29.78;;;365.000000;35.55
368927550;43;353057082;30;368.9275501;43.13;353.0570822;29.78;;;365.000000;35.56
368927576;43;353058717;30;368.9275756;43.13;353.0587169;29.78;;;366.000000;35.56
368933710;43;353062345;30;368.9337097;43.13;353.0623451;29.79;;;366.000000;35.56
368934349;43;353403594;30;368.9343492;43.13;353.403594;29.82;;;366.000000;35.57
368942609;43;353405517;30;368.9426086;43.13;353.4055167;29.84;;;366.000000;35.58
368988358;43;353406068;30;368.9883582;43.13;353.4060684;29.85;;;366.000000;35.59
369056682;43;353490685;30;369.0566816;43.14;353.4906848;29.85;;;366.000000;35.62
369068389;43;353490783;30;369.0683895;43.14;353.490783;29.86;;;366.000000;35.62
369068394;43;353497270;30;369.0683945;43.15;353.4972699;29.86;;;366.000000;35.62
369068564;43;353498556;30;369.0685645;43.15;353.4985561;29.87;;;366.000000;35.63
369068615;43;353498558;30;369.068615;43.15;353.498558;29.89;;;366.000000;35.63
369068632;43;353500739;30;369.0686317;43.16;353.5007389;29.89;;;366.000000;35.63
369069019;43;353501909;30;369.0690191;43.18;353.5019088;29.9;;;366.000000;35.64
369255444;43;353502245;30;369.2554442;43.19;353.5022447;29.91;;;366.000000;35.65
369305944;43;353502261;30;369.3059441;43.19;353.5022613;29.91;;;367.000000;35.66
369308036;43;353557897;30;369.3080361;43.19;353.5578974;29.91;;;367.000000;35.66
369533537;43;353558061;30;369.5335369;43.21;353.5580606;29.92;;;367.000000;35.66
369533547;43;353609708;30;369.5335467;43.21;353.6097076;29.93;;;367.000000;35.66
369572915;43;353610150;30;369.5729151;43.22;353.6101502;29.93;;;367.000000;35.68
369581751;43;353620483;30;369.5817506;43.24;353.6204825;29.94;;;367.000000;35.68
369581753;43;353623040;30;369.5817528;43.28;353.6230398;29.94;;;367.000000;35.69
369589016;43;353623550;30;369.5890162;43.28;353.6235503;29.95;;;367.000000;35.69
369676992;43;353652667;30;369.6769923;43.3;353.6526667;29.96;;;367.000000;35.69
369714336;43;353652775;30;369.7143363;43.3;353.6527748;29.96;;;367.000000;35.73
369738390;43;353676126;30;369.73839;43.3;353.676126;29.96;;;367.000000;35.74
369914606;43;353677781;30;369.9146058;43.3;353.6777813;29.97;;;367.000000;35.74
369924336;43;353727156;30;369.9243358;43.3;353.7271558;29.98;;;367.000000;35.74
369924343;43;353727669;30;369.924343;43.31;353.7276695;29.98;;;367.000000;35.74
369924345;43;353727694;30;369.9243449;43.34;353.7276938;29.98;;;367.000000;35.75
369924581;43;353727819;30;369.9245813;43.35;353.7278189;29.98;;;367.000000;35.76
369931006;43;353778343;30;369.9310058;43.36;353.7783434;29.98;;;367.000000;35.76
369937660;43;353802345;30;369.93766;43.37;353.8023453;29.99;;;367.000000;35.76
369939512;43;353804527;30;369.939512;43.38;353.8045271;30.01;;;367.000000;35.76
369969286;43;353804843;30;369.9692856;43.38;353.8048432;30.03;;;367.000000;35.79
369969354;43;353904228;30;369.9693536;43.38;353.9042275;30.03;;;368.000000;35.79
369969383;43;353910591;30;369.9693828;43.39;353.9105911;30.03;;;368.000000;35.79
369969404;43;353911018;30;369.9694043;43.4;353.911018;30.03;;;368.000000;35.80
369985474;43;353925523;30;369.9854736;43.4;353.9255231;30.04;;;368.000000;35.81
370007529;43;354110791;30;370.0075295;43.42;354.1107914;30.04;;;368.000000;35.81
370050699;43;354124586;30;370.0506987;43.43;354.1245864;30.04;;;368.000000;35.81
370076722;43;354127960;30;370.0767218;43.43;354.1279604;30.05;;;368.000000;35.82
370081870;43;354127980;30;370.0818699;43.45;354.1279796;30.05;;;368.000000;35.83
370087378;43;354127990;30;370.0873779;43.47;354.1279898;30.06;;;368.000000;35.84
370099476;43;354553538;30;370.0994763;43.48;354.5535384;30.06;;;368.000000;35.84
370142582;43;354647889;30;370.1425816;43.49;354.6478889;30.07;;;368.000000;35.84
370143049;43;354648262;30;370.1430494;43.49;354.6482619;30.07;;;368.000000;35.85
370232986;43;354736836;30;370.2329858;43.49;354.736836;30.07;;;368.000000;35.86
370266789;43;354760063;30;370.2667887;43.5;354.7600628;30.07;;;368.000000;35.87
370268646;44;355018571;30;370.2686457;43.52;355.0185709;30.08;;;368.000000;35.87
370268745;44;355019493;30;370.268745;43.52;355.0194926;30.09;;;368.000000;35.87
370275279;44;355387007;30;370.2752794;43.53;355.3870069;30.09;;;368.000000;35.88
370276596;44;355431157;30;370.276596;43.53;355.4311566;30.11;;;368.000000;35.88
370283770;44;355431457;30;370.2837696;43.54;355.431457;30.11;;;368.000000;35.88
370284827;44;355431782;30;370.2848273;43.55;355.4317819;30.11;;;368.000000;35.89
370290932;44;355439856;30;370.2909324;43.56;355.4398556;30.12;;;368.000000;35.90
370294910;44;355452484;30;370.2949096;43.57;355.4524842;30.12;;;368.000000;35.90
370298264;44;355452786;30;370.2982637;43.57;355.4527862;30.12;;;368.000000;35.91
370580162;44;355462445;30;370.5801624;43.57;355.4624449;30.13;;;368.000000;35.91
370593983;44;355463446;30;370.5939833;43.58;355.4634458;30.15;;;368.000000;35.93
370597421;44;355466187;30;370.5974211;43.58;355.4661874;30.15;;;368.000000;35.94
370598506;44;355466204;30;370.5985064;43.59;355.466204;30.15;;;368.000000;35.95
370608249;44;355487040;30;370.6082488;43.59;355.4870396;30.16;;;368.000000;35.95
370608252;44;355505215;30;370.6082516;43.6;355.5052152;30.16;;;368.000000;35.95
370608433;44;355505569;30;370.6084329;43.6;355.5055691;30.16;;;368.000000;35.96
370645244;44;356415188;30;370.6452435;43.62;356.4151878;30.18;;;368.000000;35.97
370672147;44;356421375;30;370.672147;43.62;356.421375;30.18;;;368.000000;35.97
370673421;44;356427241;30;370.673421;43.62;356.4272413;30.19;;;368.000000;35.98
370673447;44;356430153;30;370.6734475;43.63;356.4301527;30.19;;;368.000000;35.98
370677185;44;356451732;30;370.6771853;43.63;356.4517317;30.21;;;368.000000;35.98
370681663;44;356549095;30;370.6816632;43.64;356.5490948;30.21;;;368.000000;36.00
370700527;44;356550137;30;370.7005274;43.64;356.5501368;30.22;;;368.000000;36.00
370701918;44;357023966;30;370.7019177;43.64;357.0239661;30.22;;;369.000000;36.00
370705862;44;357026850;30;370.7058622;43.65;357.0268503;30.23;;;369.000000;36.01
370705875;44;357035870;30;370.7058751;43.65;357.0358698;30.23;;;369.000000;36.02
370855112;44;357037861;30;370.8551121;43.66;357.037861;30.24;;;369.000000;36.03
370855162;44;357038312;30;370.8551617;43.66;357.0383117;30.25;;;369.000000;36.05
370870059;44;357040106;30;370.8700587;43.67;357.0401056;30.25;;;369.000000;36.07
370877980;44;357042132;30;370.8779799;43.68;357.0421317;30.26;;;369.000000;36.08
370881822;44;357054250;30;370.8818218;43.69;357.0542498;30.26;;;369.000000;36.08
370882147;44;357054261;30;370.8821472;43.69;357.0542608;30.27;;;369.000000;36.08
370896924;44;357463574;30;370.896924;43.71;357.4635736;30.27;;;369.000000;36.09
370928220;44;357469850;30;370.9282196;43.72;357.4698498;30.27;;;369.000000;36.09
370928307;44;357470335;30;370.928307;43.72;357.4703349;30.29;;;369.000000;36.10
370932443;44;357476826;30;370.9324431;43.74;357.476826;30.29;;;369.000000;36.11
370938599;44;357480120;30;370.9385991;43.74;357.4801204;30.29;;;369.000000;36.11
370966244;44;357736278;30;370.966244;43.74;357.7362785;30.3;;;369.000000;36.12
370966270;44;357737599;30;370.96627;43.74;357.7375986;30.3;;;369.000000;36.12
370990678;44;357737606;30;370.9906779;43.75;357.7376059;30.3;;;369.000000;36.12
371155063;44;357737938;30;371.1550628;43.75;357.7379378;30.3;;;369.000000;36.12
371156334;44;357774408;30;371.1563344;43.75;357.7744083;30.31;;;370.000000;36.13
371156811;44;357774629;30;371.1568115;43.75;357.7746288;30.31;;;370.000000;36.13
371157149;44;357775516;30;371.157149;43.76;357.7755164;30.31;;;370.000000;36.15
371163726;44;357783419;30;371.1637261;43.78;357.7834193;30.32;;;370.000000;36.16
371169410;44;357784319;30;371.16941;43.79;357.7843185;30.33;;;370.000000;36.17
371180893;44;357796197;30;371.1808934;43.8;357.7961965;30.33;;;370.000000;36.18
371181132;44;358100881;30;371.1811318;43.81;358.1008812;30.33;;;370.000000;36.18
371185307;44;358122786;30;371.185307;43.81;358.1227863;30.33;;;370.000000;36.19
371195708;44;358124382;30;371.1957081;43.82;358.1243823;30.34;;;370.000000;36.19
371199801;44;358137464;30;371.1998008;43.83;358.1374635;30.34;;;370.000000;36.19
371200390;44;358184173;30;371.2003905;43.83;358.1841733;30.35;;;370.000000;36.19
371223451;44;358206604;30;371.2234507;43.87;358.2066037;30.35;;;370.000000;36.19
371223541;44;358209120;30;371.2235413;43.87;358.20912;30.35;;;370.000000;36.20
371226289;44;358209651;30;371.2262894;43.87;358.2096513;30.36;;;370.000000;36.21
371226300;44;358322751;30;371.2262998;43.89;358.3227513;30.37;;;370.000000;36.21
371232298;44;358324008;30;371.2322977;43.89;358.3240085;30.38;;;370.000000;36.22
371257508;44;358374341;30;371.2575078;43.9;358.3743408;30.39;;;370.000000;36.22
371258245;44;358382579;30;371.258245;43.91;358.3825795;30.39;;;370.000000;36.23
371265386;44;358382583;30;371.2653862;43.91;358.3825831;30.4;;;370.000000;36.23
371267031;44;358388604;30;371.2670313;43.93;358.3886036;30.4;;;370.000000;36.23
371267071;44;358750711;30;371.2670707;43.94;358.7507108;30.4;;;370.000000;36.23
371268800;44;358751130;30;371.2687996;43.96;358.75113;30.41;;;370.000000;36.23
371270328;44;358752731;30;371.2703284;43.97;358.7527305;30.42;;;370.000000;36.23
371294745;44;358752970;30;371.2947448;43.98;358.7529698;30.42;;;370.000000;36.24
371294819;44;358752978;30;371.2948187;43.99;358.7529782;30.43;;;370.000000;36.24
371295433;44;358760934;30;371.2954331;43.99;358.7609344;30.44;;;370.000000;36.24
371480701;44;358787523;30;371.4807014;43.99;358.7875231;30.44;;;370.000000;36.25
371483977;44;358799377;30;371.4839768;43.99;358.7993773;30.45;;;370.000000;36.27
371483983;44;358801118;30;371.483983;43.99;358.8011181;30.47;;;370.000000;36.31
371484118;44;359319766;30;371.4841178;43.99;359.3197661;30.48;;;370.000000;36.31
371484305;44;359324456;30;371.4843048;44;359.3244556;30.49;;;370.000000;36.32
371555503;44;359324482;30;371.5555033;44;359.3244818;30.49;;;370.000000;36.32
371603195;44;359331915;31;371.6031953;44.01;359.3319147;30.5;;;370.000000;36.33
371735703;44;359332471;31;371.735703;44.01;359.3324711;30.5;;;370.000000;36.33
371739560;44;359766229;31;371.7395595;44.02;359.7662286;30.5;;;370.000000;36.34
371744291;44;359792708;31;371.7442912;44.02;359.7927082;30.51;;;370.000000;36.35
371764622;44;359897734;31;371.7646223;44.03;359.897734;30.52;;;370.000000;36.37
371765380;44;360011279;31;371.7653797;44.04;360.0112788;30.52;;;370.000000;36.37
371771148;44;360184677;31;371.7711476;44.08;360.1846772;30.52;;;370.000000;36.37
371868229;44;360184858;31;371.8682294;44.09;360.1848577;30.52;;;370.000000;36.38
371884077;44;360423972;31;371.8840771;44.11;360.4239718;30.53;;;370.000000;36.38
371885349;44;360424064;31;371.8853494;44.12;360.4240639;30.54;;;370.000000;36.39
372255053;44;360424259;31;372.2550531;44.15;360.4242593;30.54;;;370.000000;36.39
372255072;44;360440641;31;372.2550724;44.15;360.4406407;30.55;;;370.000000;36.39
372257023;44;360445924;31;372.2570232;44.16;360.445924;30.55;;;370.000000;36.39
372277427;44;360448046;31;372.2774271;44.16;360.4480457;30.55;;;370.000000;36.39
372289778;44;360624261;31;372.2897779;44.16;360.6242614;30.57;;;370.000000;36.40
372289804;44;360624444;31;372.2898042;44.19;360.6244444;30.57;;;370.000000;36.41
372289832;44;360625912;31;372.2898322;44.2;360.6259117;30.57;;;370.000000;36.41
372289839;44;360627049;31;372.2898386;44.2;360.6270486;30.58;;;370.000000;36.41
372289872;44;360627144;31;372.2898723;44.21;360.6271435;30.58;;;370.000000;36.42
372290451;44;360629261;31;372.2904507;44.21;360.6292609;30.59;;;370.000000;36.42
372290751;44;360649087;31;372.2907507;44.21;360.6490867;30.6;;;370.000000;36.43
372292528;44;360650093;31;372.292528;44.22;360.6500926;30.61;;;371.000000;36.45
372295326;44;360666524;31;372.2953264;44.22;360.6665243;30.62;;;371.000000;36.45
372295483;44;360666528;31;372.2954834;44.22;360.6665285;30.63;;;371.000000;36.45
372299674;44;360673881;31;372.2996744;44.23;360.6738807;30.63;;;371.000000;36.45
372302477;44;360675975;31;372.3024774;44.23;360.6759752;30.64;;;371.000000;36.45
372306145;44;360680255;31;372.3061446;44.25;360.6802547;30.65;;;371.000000;36.46
372320591;44;360798372;31;372.3205914;44.26;360.7983724;30.68;;;372.000000;36.46
372321229;44;360801368;31;372.3212291;44.26;360.801368;30.68;;;372.000000;36.47
372340933;44;360823661;31;372.3409326;44.27;360.8236607;30.68;;;372.000000;36.48
372341518;44;360829373;31;372.3415179;44.28;360.8293731;30.69;;;372.000000;36.48
372341948;44;360846959;31;372.3419485;44.29;360.8469589;30.69;;;372.000000;36.48
372359154;44;360896341;31;372.3591539;44.29;360.8963414;30.69;;;372.000000;36.48
372459716;44;360902291;31;372.4597158;44.3;360.9022908;30.7;;;372.000000;36.52
372482162;44;360902505;31;372.4821618;44.31;360.9025052;30.72;;;372.000000;36.52
372499658;44;360902652;31;372.4996584;44.33;360.9026525;30.72;;;372.000000;36.53
372505461;44;360935996;31;372.5054614;44.33;360.9359965;30.73;;;372.000000;36.53
372506008;44;360955082;31;372.5060082;44.33;360.9550816;30.73;;;372.000000;36.53
372506219;44;360977950;31;372.5062189;44.34;360.97795;30.73;;;372.000000;36.55
372509200;44;360984153;31;372.5092002;44.34;360.9841531;30.73;;;372.000000;36.56
372509586;44;360984550;31;372.5095855;44.34;360.9845498;30.73;;;372.000000;36.57
372510188;44;360985978;31;372.5101878;44.34;360.9859783;30.74;;;372.000000;36.57
372510501;44;361164903;31;372.5105014;44.35;361.1649034;30.75;;;372.000000;36.59
372512408;44;361165387;31;372.5124083;44.37;361.1653867;30.76;;;372.000000;36.59
372512740;44;361165508;31;372.5127402;44.38;361.1655083;30.77;;;372.000000;36.59
372512745;44;361166122;31;372.512745;44.38;361.1661216;30.78;;;372.000000;36.60
372693490;44;361311590;31;372.6934896;44.39;361.3115904;30.78;;;372.000000;36.60
372695343;44;361314520;31;372.6953431;44.4;361.3145198;30.78;;;372.000000;36.62
372698213;44;361316452;31;372.6982127;44.43;361.3164516;30.8;;;372.000000;36.63
372708303;44;361333619;31;372.7083033;44.43;361.333619;30.8;;;372.000000;36.63
372709488;44;361338097;31;372.7094884;44.44;361.3380969;30.81;;;372.000000;36.63
372711338;44;361344169;31;372.7113379;44.44;361.3441686;30.81;;;372.000000;36.63
372723666;44;361348071;31;372.723666;44.45;361.3480706;30.82;;;372.000000;36.63
372766604;44;361348144;31;372.7666042;44.46;361.3481435;30.82;;;372.000000;36.63
372781605;44;361348956;31;372.7816055;44.48;361.3489559;30.83;;;372.000000;36.64
372799569;44;361350273;31;372.7995695;44.49;361.350273;30.83;;;372.000000;36.65
372800299;45;361353236;31;372.8002986;44.5;361.3532362;30.83;;;372.000000;36.65
372898177;45;361354341;31;372.8981771;44.51;361.3543408;30.84;;;373.000000;36.66
372900857;45;361354878;31;372.9008567;44.52;361.354878;30.86;;;373.000000;36.66
372907585;45;361374382;31;372.9075854;44.52;361.3743822;30.88;;;373.000000;36.67
372907615;45;361445828;31;372.9076154;44.53;361.4458282;30.88;;;373.000000;36.67
372907636;45;361445961;31;372.9076355;44.53;361.4459612;30.88;;;374.000000;36.68
372908278;45;362131103;31;372.9082782;44.54;362.1311034;30.89;;;374.000000;36.70
372931060;45;362133419;31;372.9310603;44.55;362.1334189;30.89;;;374.000000;36.70
372936657;45;362133426;31;372.9366565;44.55;362.133426;30.89;;;374.000000;36.70
372940555;45;362134982;31;372.9405555;44.56;362.1349823;30.89;;;374.000000;36.70
373415827;45;362138584;31;373.4158269;44.56;362.1385843;30.9;;;374.000000;36.71
373418823;45;362139671;31;373.418823;44.57;362.1396715;30.9;;;374.000000;36.72
373418877;45;362139888;31;373.4188773;44.57;362.1398883;30.92;;;374.000000;36.73
373419502;45;362349973;31;373.4195021;44.57;362.3499728;30.92;;;374.000000;36.74
373420183;45;363006240;31;373.4201827;44.58;363.0062401;30.93;;;374.000000;36.74
373425313;45;363024842;31;373.4253129;44.59;363.0248419;30.93;;;374.000000;36.78
373450034;45;363072527;31;373.4500341;44.61;363.0725272;30.93;;;374.000000;36.79
373451993;45;363072901;31;373.4519926;44.61;363.0729006;30.94;;;374.000000;36.79
373497155;45;363076993;31;373.4971552;44.62;363.0769932;30.94;;;374.000000;36.80
373505344;45;363082616;31;373.5053438;44.62;363.0826163;30.94;;;374.000000;36.80
373525891;45;363118156;31;373.5258907;44.62;363.1181563;30.94;;;374.000000;36.81
373527106;45;363172149;31;373.5271063;44.63;363.1721493;30.96;;;374.000000;36.82
373527108;45;363172969;31;373.5271079;44.63;363.1729689;30.96;;;374.000000;36.82
373564563;45;363173601;31;373.5645628;44.64;363.1736006;30.97;;;374.000000;36.83
373569581;45;363175596;31;373.5695814;44.64;363.1755956;30.97;;;374.000000;36.83
373617863;45;363259252;31;373.6178633;44.65;363.2592519;30.97;;;374.000000;36.83
373620185;45;363299295;31;373.6201855;44.65;363.2992953;30.98;;;374.000000;36.83
373620198;45;363302266;31;373.6201985;44.68;363.3022657;30.98;;;374.000000;36.83
373629416;45;363742011;31;373.6294163;44.68;363.7420114;30.98;;;374.000000;36.83
373653313;45;363988219;31;373.6533131;44.69;363.9882188;30.99;;;374.000000;36.84
373666901;45;363992164;31;373.6669014;44.69;363.9921637;30.99;;;374.000000;36.86
373672559;45;363993643;31;373.6725594;44.7;363.9936427;30.99;;;374.000000;36.87
373692634;45;364127300;31;373.6926337;44.71;364.1273;31;;;374.000000;36.88
373692762;45;364127664;31;373.6927625;44.71;364.1276636;31.02;;;374.000000;36.88
373693085;45;364151608;31;373.6930849;44.71;364.1516085;31.02;;;374.000000;36.88
373693177;45;364183446;31;373.6931769;44.72;364.1834463;31.03;;;375.000000;36.88
373702860;45;364184963;31;373.7028598;44.73;364.1849631;31.04;;;375.000000;36.88
373703217;45;364184990;31;373.7032172;44.74;364.1849895;31.04;;;375.000000;36.90
373703224;45;364187910;31;373.7032236;44.74;364.1879097;31.05;;;375.000000;36.92
373791932;45;364234563;31;373.7919325;44.74;364.2345634;31.06;;;375.000000;36.93
373851502;45;364252269;31;373.8515022;44.74;364.252269;31.06;;;375.000000;36.93
373894197;45;364255284;31;373.8941968;44.75;364.2552837;31.06;;;375.000000;36.93
373916646;45;364255305;31;373.9166459;44.76;364.255305;31.06;;;375.000000;36.93
374466847;45;364258507;31;374.4668466;44.78;364.2585074;31.07;;;375.000000;36.96
374496440;45;364258611;31;374.4964402;44.78;364.2586107;31.08;;;375.000000;36.96
374512908;45;364258636;31;374.5129082;44.78;364.2586361;31.09;;;375.000000;36.97
374514676;45;364260227;31;374.5146759;44.79;364.2602268;31.09;;;375.000000;36.97
374514951;45;364271616;31;374.5149505;44.8;364.2716164;31.09;;;375.000000;36.97
374517809;45;364278065;31;374.5178093;44.8;364.2780647;31.09;;;375.000000;36.98
374540230;45;364278308;31;374.5402304;44.83;364.2783078;31.1;;;375.000000;36.98
374540370;45;364290415;31;374.5403702;44.84;364.2904145;31.1;;;375.000000;36.98
374540376;45;364300941;31;374.5403757;44.84;364.3009408;31.11;;;375.000000;36.98
374550708;45;364311107;31;374.550708;44.85;364.3111068;31.12;;;375.000000;36.99
374598333;45;364339888;31;374.5983335;44.87;364.339888;31.13;;;375.000000;37.00
374615485;45;364340423;31;374.615485;44.87;364.3404226;31.14;;;375.000000;37.00
374619117;45;364344759;31;374.6191165;44.9;364.3447589;31.15;;;375.000000;37.02
374624406;45;364361500;31;374.6244065;44.9;364.3615005;31.16;;;375.000000;37.02
374626779;45;364361508;31;374.6267788;44.91;364.3615083;31.18;;;375.000000;37.02
374626785;45;364367291;31;374.6267851;44.92;364.3672912;31.19;;;375.000000;37.03
374627082;45;364368921;31;374.6270823;44.92;364.3689213;31.19;;;375.000000;37.04
374635417;45;364369061;31;374.6354171;44.93;364.3690614;31.2;;;375.000000;37.05
374753535;45;364369941;31;374.7535347;44.93;364.3699413;31.21;;;376.000000;37.05
374754867;45;364393995;31;374.754867;44.93;364.3939951;31.21;;;376.000000;37.06
374760573;45;364394497;31;374.7605726;44.94;364.3944975;31.22;;;376.000000;37.06
374809955;45;364395616;31;374.809955;44.94;364.3956159;31.22;;;376.000000;37.07
374963471;45;364401588;31;374.9634711;44.95;364.4015878;31.22;;;376.000000;37.09
374963639;45;364403551;31;374.9636387;44.95;364.4035513;31.23;;;376.000000;37.09
374982557;45;364422648;31;374.9825571;44.96;364.4226484;31.23;;;376.000000;37.10
374985458;45;364423123;31;374.9854584;44.96;364.4231228;31.23;;;376.000000;37.10
374987636;45;364423193;31;374.9876362;44.97;364.4231927;31.23;;;376.000000;37.11
374988129;45;364437037;31;374.988129;44.97;364.437037;31.24;;;376.000000;37.11
374991836;45;364439288;31;374.9918361;44.98;364.4392883;31.24;;;376.000000;37.11
375008231;45;364522305;31;375.0082305;44.98;364.5223051;31.26;;;376.000000;37.12
375008274;45;364525593;31;375.0082735;44.98;364.525593;31.29;;;376.000000;37.12
375014637;45;364530345;31;375.0146371;44.99;364.530345;31.29;;;376.000000;37.13
375015073;45;364532288;31;375.0150733;44.99;364.5322878;31.3;;;376.000000;37.13
375332919;45;364533321;31;375.3329188;45;364.5333213;31.31;;;376.000000;37.14
375409934;45;364534232;31;375.4099344;45;364.5342317;31.32;;;376.000000;37.15
375459884;45;364535466;31;375.4598837;45.04;364.5354659;31.32;;;376.000000;37.15
375517762;45;364535514;31;375.5177622;45.04;364.5355138;31.33;;;376.000000;37.17
375518245;45;364574121;31;375.5182455;45.05;364.5741206;31.34;;;376.000000;37.18
375521269;45;364574548;31;375.5212693;45.05;364.5745484;31.34;;;377.000000;37.20
375523993;45;364575773;31;375.5239927;45.08;364.5757732;31.34;;;377.000000;37.26
375533980;45;364601969;31;375.53398;45.09;364.6019687;31.35;;;377.000000;37.26
375546314;45;364604398;31;375.5463141;45.09;364.604398;31.35;;;377.000000;37.27
375546321;45;364604457;31;375.5463211;45.09;364.6044566;31.36;;;377.000000;37.27
376172071;45;364604897;31;376.1720714;45.09;364.6048966;31.36;;;377.000000;37.27
376177413;45;364605009;31;376.1774127;45.11;364.6050086;31.37;;;377.000000;37.28
376179351;45;364615907;31;376.1793508;45.16;364.6159065;31.37;;;377.000000;37.28
376210721;45;364659136;31;376.2107205;45.16;364.6591359;31.38;;;377.000000;37.29
376221661;45;364671464;31;376.2216615;45.16;364.6714641;31.38;;;377.000000;37.29
376223809;45;364678194;31;376.2238087;45.18;364.6781942;31.38;;;377.000000;37.31
376230075;45;364678934;31;376.2300755;45.2;364.6789345;31.4;;;377.000000;37.31
376238224;45;365098678;31;376.2382243;45.2;365.0986777;31.4;;;377.000000;37.31
376239148;45;365098863;31;376.2391479;45.2;365.0988635;31.41;;;377.000000;37.33
376259531;45;365099906;31;376.2595313;45.22;365.0999061;31.42;;;377.000000;37.35
376346256;45;365122168;31;376.3462558;45.22;365.1221682;31.43;;;377.000000;37.36
376346417;45;365122347;31;376.3464171;45.22;365.1223466;31.43;;;377.000000;37.37
376359188;45;365172193;31;376.3591882;45.23;365.172193;31.44;;;377.000000;37.39
376359195;45;365246226;31;376.3591953;45.23;365.2462256;31.44;;;377.000000;37.40
376360084;45;365731873;31;376.3600836;45.23;365.7318725;31.44;;;377.000000;37.41
376362491;45;365769367;31;376.3624912;45.24;365.7693672;31.45;;;377.000000;37.42
376364047;45;366078174;31;376.3640475;45.24;366.0781737;31.45;;;377.000000;37.43
376368036;45;366078411;31;376.3680361;45.25;366.0784114;31.46;;;377.000000;37.44
376372664;45;366087015;31;376.372664;45.26;366.0870152;31.47;;;377.000000;37.44
376406679;45;366087390;31;376.4066786;45.26;366.08739;31.47;;;377.000000;37.45
376407493;45;366190488;31;376.407493;45.26;366.1904881;31.47;;;377.000000;37.45
376407534;45;366207647;31;376.4075341;45.28;366.2076475;31.48;;;377.000000;37.45
376432942;45;366230288;31;376.4329422;45.33;366.2302878;31.49;;;377.000000;37.46
376464552;45;366250835;32;376.4645522;45.34;366.2508347;31.5;;;377.000000;37.47
376467204;45;366252426;32;376.4672043;45.34;366.2524263;31.51;;;377.000000;37.47
376467221;45;366295121;32;376.4672206;45.36;366.2951208;31.51;;;377.000000;37.49
376469013;45;366295639;32;376.4690126;45.37;366.2956387;31.51;;;377.000000;37.51
376481282;45;366304030;32;376.4812824;45.38;366.30403;31.53;;;377.000000;37.51
376626240;45;366315038;32;376.6262396;45.4;366.3150382;31.54;;;377.000000;37.52
376626819;45;366315796;32;376.6268191;45.41;366.3157961;31.55;;;377.000000;37.52
376632558;45;366322373;32;376.6325579;45.42;366.3223731;31.56;;;378.000000;37.52
376633000;45;366322854;32;376.6330004;45.43;366.3228539;31.57;;;378.000000;37.52
376633053;45;366328263;32;376.6330527;45.43;366.3282635;31.57;;;378.000000;37.52
376923490;45;366412521;32;376.9234901;45.44;366.4125209;31.58;;;378.000000;37.53
376925123;45;366415190;32;376.9251229;45.47;366.41519;31.58;;;378.000000;37.54
376927492;45;366436646;32;376.927492;45.47;366.4366463;31.6;;;378.000000;37.54
376942355;45;366444715;32;376.9423552;45.47;366.4447153;31.6;;;378.000000;37.55
376942370;45;366450977;32;376.9423703;45.48;366.4509772;31.61;;;378.000000;37.56
377065922;45;366549171;32;377.0659217;45.48;366.5491707;31.61;;;378.000000;37.56
377370606;45;366602356;32;377.3706064;45.48;366.6023562;31.62;;;378.000000;37.58
377371158;45;366612010;32;377.3711576;45.48;366.6120104;31.63;;;378.000000;37.58
377383592;46;366614225;32;377.3835922;45.52;366.6142253;31.65;;;378.000000;37.61
377494073;46;366620286;32;377.4940728;45.52;366.6202858;31.65;;;378.000000;37.61
377495423;46;366624887;32;377.4954229;45.53;366.624887;31.65;;;378.000000;37.62
377500421;46;366628107;32;377.5004213;45.53;366.6281068;31.65;;;378.000000;37.64
